"alue";"etuus";"vuosi";"kuukausi";"paiva";"variable";"val";"type"
"Pohjois-Karjala";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"4668";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"3501";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"667";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"481";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"9434";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"6878";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"456";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"342";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"7621";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"5572";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"352";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"274";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"8345";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"5844";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"278";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"223";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"4485";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"3323";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"3010";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"2274";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"75363";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"46888";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"699";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"uudet saajat";"542";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"13274";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2022";"12";"2022-12-01";"aiemmin tukea saaneet";"8740";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"200";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"162";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3476";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"2545";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"345";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"230";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3730";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"2617";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"211";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"177";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3617";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"2630";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"134";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"92";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"1680";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"1232";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"304";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"216";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"5249";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3747";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"102";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"80";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"1335";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"946";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"574";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"444";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"9390";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"6941";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"299";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"235";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"4885";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3607";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"316";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"239";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3744";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"2652";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"895";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"689";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"17559";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"12646";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"193";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"159";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3744";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"2302";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"300";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"241";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"4774";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3502";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"820";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"551";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"9659";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"6965";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"487";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"383";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"7848";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"5663";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"402";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"332";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"8544";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"5926";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"383";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"282";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"4604";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"3384";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"3576";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"2593";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"76679";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"47400";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"914";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"uudet saajat";"661";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"13563";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"1";"2023-01-01";"aiemmin tukea saaneet";"8911";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"182";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"136";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3474";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"2539";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"311";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"219";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3832";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"2648";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"196";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"168";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3571";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"2581";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"107";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"86";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"1668";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"1236";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"294";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"218";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"5361";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3804";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"115";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"79";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"1351";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"955";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"489";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"395";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"9516";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"7017";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"295";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"250";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"5015";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3675";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"308";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"235";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3798";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"2673";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"986";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"761";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"18191";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"12972";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"271";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"185";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3775";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"2358";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"348";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"259";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"5013";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3650";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"732";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"531";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"10055";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"7159";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"439";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"349";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"7917";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"5685";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"404";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"292";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"8690";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"6055";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"394";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"279";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"4638";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"3401";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"3293";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"2458";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"77835";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"48109";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"864";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"uudet saajat";"612";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"13831";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2023";"2";"2023-02-01";"aiemmin tukea saaneet";"9071";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"205";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"156";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3615";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"2636";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"320";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"221";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3704";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"2649";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"193";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"153";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3500";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"2554";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"143";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"89";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"1670";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"1236";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"293";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"193";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"5419";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3837";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"84";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"50";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"1328";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"947";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"429";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"346";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"9498";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"7008";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"261";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"214";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"5046";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3731";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"264";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"189";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3739";"Saajat"
"Lappi";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"2646";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"910";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"668";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"17886";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"12820";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"187";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"132";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3840";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"2407";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"282";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"238";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"4993";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"3643";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"727";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"uudet saajat";"525";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2023";"3";"2023-03-01";"aiemmin tukea saaneet";"9864";"Saajat"
